,predicted_scores,similarity_scores
NTRIR2y,0.9998886739999999,0.9525811891393825
G3PCT_2,0.9998881259999999,0.5477390658632091
UTPH1,0.9998875119999999,0.8081133368039305
CPMPS,0.99988747,0.6708406117767887
ALAD_L,0.999886704,0.7142734122712612
ATPATF2,0.9998863499999999,0.44722707451785637
GSEALD,0.9998857019999999,0.8618542108058819
PPGPPDP_c,0.999885466,0.8944541490357188
GLUSx,0.99988533,0.777770335889698
H2ASE_syn,0.9998853240000001,0.8005118423235653
ASPSALy,0.999885134,0.8618542108058791
DOPDH,0.999885044,0.8618542108058751
SSALx,0.999883208,0.819885101915122
NH4t3r,0.9998826299999999,0.7071067811865475
NH4t_1,0.9998826299999999,0.7071067811865475
CBMKr,0.999881536,0.7378580807847065
CBMKr2,0.999881536,0.6735978714569467
ADHEr,0.999881426,0.8432825145495473
NDP7,0.999879896,0.6761073921362236
GLYK,0.9998790019999999,0.6324322333515231
CMPt6,0.9998780439999999,0.6620874443688223
G3PD,0.9998778739999998,0.5
CBMD,0.9998773400000001,0.777861213926647
GLUVESSEC,0.9998767519999999,0.845146976727283
OPAH,0.9998754600000002,0.8485537120621662
GLUabcpp,0.99987514,0.8571367061356332
SSALy,0.999874028,0.8618542108058542
NOX,0.999873186,0.699981915727296
G3PD1ir,0.9998712139999999,1.0
AASAD1,0.999870106,0.5660473521271293
GK_adp,0.9998694720000001,0.5625323726134639
ASPO2y,0.999869292,0.7991156398707626
ASPabcpp,0.99986852,0.845146976727283
ASPabc,0.9998685,0.845146976727283
PSP_L_1,0.9998670900000001,0.8944541490357184
GLYC3Pabc,0.9998670519999999,0.845146976727283
FRDx,0.99986698,0.6999819157272964
ARHGDx,0.9998664380000001,0.6999819157272981
AHGDx,0.9998664380000001,0.6999819157272898
GMPS,0.999866424,0.8215645752903563
ASPO2,0.999866158,0.7905575012507046
LDH_L,0.999865898,0.7999879438181964
GLYC3Pabcpp,0.99986506,0.8451469767272828
PYRDC,0.9998645199999998,0.7559452198787067
GLUDy_1,0.999863558,0.8366564246114117
AASAD2,0.99986288,0.632474594243601
ALR,0.999862502,0.8618542108058822
SUCCabc,0.999862332,0.845146976727283
SERHL,0.9998622100000001,0.5773792722926047
HMR_7197,0.9998622100000001,0.5773792722926026
SOR,0.999861978,0.6117037075098788
CYSabc,0.999860384,0.8451469767272828
FORMCOAL,0.9998596160000002,0.6666666666666667
GDH1,0.9998595179999998,0.8366564246114117
RNAS_LLA,0.999859436,0.7307492377256337
CYSabc2pp,0.999859382,0.845146976727283
CYSabcpp,0.999859382,0.845146976727283
MMS,0.999858154,0.6666666666666667
CITMS,0.999858154,0.6666666666666667
LAAL23,0.9998567680000001,0.5962678204469606
Ht,0.999856702,0.9363330433033306
PSP_1,0.999856584,0.8080928292126853
SUCCt2_2pp,0.9998550079999999,0.8485281374238569
SUCCt2_3pp,0.9998550079999999,0.8999999999999998
SUCCtpp,0.9998550079999999,0.6708203932499369
SUCCt3pp,0.9998550079999999,0.7216878364870323
PYRt2rpp,0.999854884,0.6708203932499369
METt3pp,0.99985456,0.6708203932499369
SO3R,0.999854462,0.9128719483701584
PIabc,0.9998542,0.8944241957378648
H2O2syn,0.99985415,0.7159767095090925
AKGCAL,0.9998541059999999,0.5999758876364011
ACGS,0.999853596,0.5999758876364011
ASP4DC,0.9998534679999999,0.75
HCITS,0.999853414,0.6666666666666667
ASPt2_3pp,0.999852422,0.8999999999999998
ASPt2pp,0.999852422,0.6708203932499369
ASPt2_2pp,0.999852422,0.8485281374238569
CPK1,0.9998520099999999,0.6123724356957947
NTP7,0.9998517180000001,0.6761073921362236
FTHFDH,0.9998510140000001,0.7200748358639872
SUCBZL_1,0.999850734,0.9258400310994334
METabcpp,0.9998498339999999,0.8571367061356333
METNA,0.999847902,0.5999758876364011
GLUCYS,0.999847366,0.7142734122712662
ASNS1,0.9998473139999999,0.7777703358897166
FACOAL180_2,0.9998447020000001,0.8333333333333335
FACOAL180_1,0.9998447020000001,0.8333333333333335
PACL,0.9998436040000002,0.6761073921362268
METt2r,0.999840782,0.6620874443688223
METt3,0.999840782,0.6620874443688223
AKGt2rpp,0.999840388,0.6708203932499369
FACOAL182t2pp,0.9998403359999999,0.7499999999999999
FACOALP50t2pp,0.9998403359999999,0.7499999999999999
FACOAL50t2pp,0.9998403359999999,0.7499999999999999
FACOALT60t2pp,0.9998403359999999,0.7499999999999999
FACOAL70t2pp,0.9998403359999999,0.7499999999999999
FACOAL90t2pp,0.9998403359999999,0.7499999999999999
FACOALP80t2pp,0.9998403359999999,0.7499999999999999
FACOAL181d6t2pp,0.9998403359999999,0.7499999999999999
FACOALP60t2pp,0.9998403359999999,0.7499999999999999
FACOALP70t2pp,0.9998403359999999,0.7499999999999999
FACOAL181d11tpp,0.9998403359999999,0.7499999999999999
FACOALP100t2pp,0.9998403359999999,0.7499999999999999
FACOALP90t2pp,0.9998403359999999,0.7499999999999999
SULR_1,0.9998393520000001,0.9940172083168863
FPGS_1,0.9998389920000001,0.6286216128751936
GLYK1,0.999838514,0.6123724356957946
HMR_3996,0.999837104,0.5534152699631494
ALDD2x,0.999834062,0.8198851019151451
PHNACH,0.9998331739999999,0.6030309503627417
FADD3,0.999830204,0.8807480822435795
PALMCL,0.999830204,0.644645755751336
HMR_0305,0.999830204,0.6761073921362255
CACOAL,0.999830204,0.6761073921362268
IPDAB,0.999830204,0.8807480822435828
CTPS1_2,0.9998296740000001,0.83665642461142
FRNDPR2r,0.999829504,1.0
GLUt2r,0.9998294880000002,0.6620874443688223
CYSt2r,0.9998282900000002,0.6620874443688223
OSUCCL,0.99982805,0.6859943405700353
FAS80COA_L,0.999823732,0.995007493665869
MMSAD3,0.999823282,0.8333333333333335
SHL_c,0.9998223239999999,0.7302820697971828
GTPDPK_1,0.99982214,0.8944541490357127
ACYP_3,0.9998211079999999,0.8080928292126919
ACYP_2,0.9998211079999999,0.6761073921362183
SERabc,0.9998205880000001,0.845146976727283
SERabcpp,0.9998205880000001,0.845146976727283
FAS80_L,0.999820416,0.9938093375407002
OCTNLL,0.999819696,0.6666666666666667
ALDD2y,0.999818904,0.8618542108058782
KAS20SA,0.9998171959999999,0.9992955464280382
PFL,0.999817116,0.6123724356957946
FACOAL181_2,0.9998161459999999,0.8333333333333335
FACOAL18111Z,0.9998161459999999,0.8333333333333335
ALDD1,0.9998160979999999,0.864277151466863
GLNabc,0.999815166,0.8571367061356332
NTRLASE3,0.9998145700000001,0.6229913698724545
TREH,0.9998118080000001,0.8814089405208615
BIRA,0.999811038,0.8451469767272816
NTP2,0.9998103620000001,0.6761073921362208
PYRt2,0.9998102080000001,0.6620874443688223
GTPCII_1,0.9998097539999999,0.9723142042563527
LAAL8,0.99980903,0.5962678204469408
AKO,0.999808968,0.5000000000000001
FRDO6r,0.999808814,0.7746200155853228
GP4GH,0.99980873,0.707085468345583
CYS,0.9998077519999999,0.6708406117767858
FCOAH,0.99980509,0.9019354211774789
FCOAH2,0.99980509,0.6507840661546686
DHFR2i,0.999803142,0.6999819157272968
PFK_ppi,0.999802772,0.6761073921362067
2AMACHYD,0.9998025500000001,0.6708406117767889
DAPAL,0.9998025500000001,0.6761073921362166
SUCCt3,0.9998022520000001,0.6620874443688223
SUCCt2r,0.9998022520000001,0.6620874443688223
SUCCt2_2,0.9998022520000001,0.8374817337622005
SUCCt2_3,0.9998022520000001,0.8882835195946781
unkFol,0.9998005639999998,0.7453460080924066
PPNCL3,0.9997989300000001,0.7142734122712688
r1382_1,0.9997984900000001,0.8404902057370394
THFGLUS,0.9997984900000001,0.7142734122712662
FPGS,0.9997984900000001,0.8347760687612163
FRDO5r,0.99979651,0.8682419919987745
NADPHQR3,0.9997962340000001,0.7159767095090956
GLYDHDA,0.9997953039999998,0.7142734122712646
ALDD31,0.9997937020000001,0.8198851019151451
UDUPP,0.999793586,0.5
PPA_1,0.999793454,0.8571367061356319
THFOR1,0.999793118,0.8366492190442156
GLCabcpp,0.9997921920000001,0.845146976727283
GLCGSD,0.99979204,0.806599649992813
ALDD18,0.9997910679999998,0.8198851019151462
FACOAL141,0.9997895699999999,0.7216878364870323
HYNE,0.9997863,0.5669589149090338
GLCabc,0.999784174,0.8451469767272828
HMR_0188,0.999783476,0.7216878364870323
PpGppP,0.999781488,0.75
THRA2,0.999780374,1.0
GLNTRS2,0.9997795759999999,0.7142734122712666
ALDD31_1,0.9997794179999999,0.7303187544842829
ACOAM,0.99977874,0.5999758876363857
FE2t2pp,0.9997782940000001,0.7071067811865475
FE2t3pp,0.9997782940000001,0.8164965809277261
ADPGLC,0.9997781619999999,0.7575775119941155
PRPPP,0.999777134,0.6761073921362236
MTHFC_1,0.9997764699999999,0.866068908438877
GMP5N,0.9997763120000001,0.8944541490357183
THFOR2,0.9997761480000001,0.8557669011237725
HMR_0253,0.99977581,0.845146976727283
CYTBD2,0.99977439,0.8222210315520311
HMR_0200,0.999773562,0.6666666666666667
2MAHMP,0.999771608,0.6761073921362142
SERt2rpp,0.99977128,0.6708203932499369
MCDC,0.99976942,0.471428201725443
ALKP_1,0.9997693140000001,0.6761073921362212
FPGS7_1,0.99976892,0.6286216128751927
ALKP,0.9997685759999999,0.6030309503627417
FTHFI,0.9997676719999999,0.8451469767272799
HMR_1754,0.9997662459999999,0.6172266873996214
FLNDPR2r,0.999766026,0.6999077268235621
CYTBO3_4pp,0.9997653199999998,0.9666630772801389
GAPP,0.999763194,0.6030309503627417
FACOAL60i,0.999760564,0.7216878364870323
AKGt2r_1,0.9997602499999999,0.6620874443688223
AKGt2r,0.9997602499999999,0.6620874443688223
F6PP,0.9997598060000001,0.6030309503627417
NTP4,0.999759128,0.6761073921362212
ASPt2_2,0.999758988,0.8374817337622005
ASPt2r,0.999758988,0.6620874443688223
ASPt2_3,0.999758988,0.8882835195946781
SELNPS_cho,0.999757572,0.7227693060992886
PHEPS,0.999757572,0.7227693060992886
RE1342C,0.9997574119999999,0.7999879438181885
FORt2pp,0.999756238,0.6708203932499369
NTP8,0.99975527,0.6761073921362216
GLUTRS_2,0.9997539,0.9258400310994339
GLUTRS_3,0.9997539,0.9258400310994334
MLTG6,0.9997537019999999,0.9313498590297907
13BGH,0.9997537019999999,0.8065996499928204
MLTG7,0.9997537019999999,0.8814089405208615
LSERDHr,0.9997528900000001,0.7159767095090968
PEPA,0.999752082,0.6030309503627418
ASPT,0.9997488860000001,0.47142820172544064
OCDOR,0.999748344,0.7922937526047973
MLTHFte1,0.9997473539999999,0.845146976727283
PALFATPtc,0.9997467440000001,0.8333333333333335
GLYabc,0.9997466359999999,0.8451469767272828
GLYabcpp,0.9997466359999999,0.845146976727283
GLYVESSEC_1,0.9997466359999999,0.845146976727283
GLYVESSEC,0.9997466359999999,0.5516690224323847
TTDCAFATPc,0.9997459620000001,0.8333333333333335
HMR_0180,0.99974548,0.7216878364870323
SERDC,0.999744086,0.6859943405700353
OCDCAFATPc,0.99974293,0.8333333333333335
ALDD16,0.9997422299999998,0.819885101915149
ICDHx,0.999741798,0.6708406117767862
HMR_0168,0.999741762,0.7216878364870323
IDPA,0.999741724,0.6761073921362236
COORr,0.9997398219999999,0.5477390658632095
HMR_0156,0.9997376199999998,0.7216878364870323
SQLS,0.99973635,0.4803844614152615
C120SN,0.9997359540000001,0.9981073521545728
NADPHQR4,0.999734768,0.7159767095090824
DAAD,0.99973408,0.5477390658632121
GUACYC,0.99973387,0.7697939142711847
G1Dx,0.999733078,0.6999819157272951
THRA,0.999731774,1.0
NTP6,0.9997303200000001,0.676107392136221
HMPPtr,0.999730166,0.8451469767272788
IVCS,0.99972974,0.7216878364870323
MALTabc,0.99972972,0.8571367061356333
IPDPS_syn,0.999729658,0.7777864598352845
SBTR,0.99972915,0.715976709509093
THFGLUS_1,0.999726888,0.6666666666666667
DESAT16a,0.999726696,0.7315716871344368
ADNK3,0.999726448,0.5999758876364009
AIRCra,0.9997262579999999,0.909088418226148
HCYStabcpp,0.999725598,0.845146976727283
NADPHQR2,0.99972534,0.7159767095090961
OMMBLHX3,0.999724634,0.9203558110278497
OMPHHX3,0.999724634,0.9203558110278497
OPHHX3,0.999724634,0.9203558110278497
NAt3_2pp,0.99972446,0.9486832980505138
NAt3_1p5pp,0.99972446,0.9805806756909202
GLCt2pp,0.99972418,0.6708203932499369
ICHDx,0.999723612,0.6708406117767827
GLUK,0.99972306,0.7999879438181997
LAAL21,0.999722966,0.676107392136227
UDPACGA6D,0.999722212,0.8999939719090986
GLUMETr,0.9997216340000001,0.5
OLEICFATPtc,0.9997213299999999,0.8333333333333335
DMPPS_syn,0.9997212379999999,0.7777864598352845
FACOAL200,0.99972077,0.6666666666666667
LAAL1,0.9997199200000001,0.7559199049396177
ALDD14,0.999719808,0.8198851019151161
FAS140ACP,0.999719378,0.9538523089599077
HKt,0.9997187999999999,0.8571367061356334
NOX2,0.999718092,0.8677229852787107
ASPOb,0.999718008,0.6455166796544372
FA180ACPH,0.999717268,0.6324269376414915
DALAabcpp,0.9997172539999999,0.8451469767272821
SULFDH,0.9997163820000001,0.7302902216767727
HMR_1467,0.9997156660000002,0.6536151822493461
SS,0.9997156660000002,0.6536151822493461
GLNt2r,0.9997147780000001,0.6620874443688223
NTD1_1,0.9997135260000001,0.8944541490357156
FACOALPREPH,0.99971113,0.6666666666666667
NDP8,0.9997108599999999,0.6761073921362215
G3PCT_1,0.9997092479999999,0.5
STFRNS,0.999708232,0.7905932428044941
GLUTRS2,0.9997074319999999,0.6761073921362268
ACt2ipp,0.999706966,0.670820393249937
ACt2rpp,0.999706966,0.6708203932499369
ACt5pp,0.999706966,0.8485281374238569
TRNFE,0.9997060139999998,0.4264072742668812
UDPRHMS_c,0.9997022620000001,0.7777864598352845
DCTPD2_1,0.99970089,0.5
PACCOAL,0.99970027,0.6666666666666667
CYTBD,0.9996992560000001,0.8222210315520311
CYTBO3,0.9996992560000001,0.8451534460957661
GCALDDy,0.9996991359999999,0.8618542108058818
FAS160ACP,0.999697566,0.9538523089599077
C161SN,0.9996946340000001,0.9989604539625322
CYSLY3,0.9996928259999999,0.6666741084302439
ACSPHAC120,0.999692496,0.6666666666666667
MALTHXabc,0.9996920659999999,0.8571367061356333
PFK_adp,0.999691866,0.5625323726134639
FA140ACPHi,0.999691434,0.6324269376414915
MMSAD2,0.999690648,0.6666666666666667
FUMt2_2pp,0.999689188,0.9899494936611664
FUMtpp,0.999689188,0.8944271909999159
C141SN,0.99968896,0.9986285019241642
FAS180,0.9996875880000001,0.9596333059608534
BCT1_syn,0.9996861780000001,0.845146976727283
HCO3abc,0.9996861780000001,0.845146976727283
PYK3,0.999686026,0.5999758876363943
GLYALDDr,0.999684946,0.8198851019151487
ALDD12,0.9996848220000001,0.8198851019151472
GLNS_1,0.9996847220000001,0.7715333592495284
GLYGLYCNc,0.9996840039999999,0.6123724356957946
CYTK7,0.999683678,0.5
ALAabcpp,0.9996828539999999,0.8451469767272821
ALAabc,0.9996828539999999,0.8451469767272821
G6PDH1,0.9996811299999999,0.6999819157272975
ARGSS_1,0.999681088,0.9561890639870707
FE3t,0.999681064,0.5345339911817898
NTD11,0.9996801100000001,0.6030309503627417
SERt2r,0.9996796800000001,0.6620874443688223
FACOAL1813,0.999678952,0.6666666666666667
DTPH,0.9996786500000001,0.6761073921362215
GLXO1,0.999678418,0.8198851019151487
34DHALDD,0.9996770140000001,0.8198851019151429
G6PDH2c,0.9996742600000001,0.9999999999998843
BARB,0.9996739399999999,0.7303187544842829
UMPK5,0.999673722,0.6123724356957946
FTHFI_1,0.9996734719999999,0.7303187544842786
CIGAMS,0.999672434,0.7070854683455894
CYSTRS_1,0.999672434,0.6761073921362268
MNDNS2,0.9996723879999999,0.8858839671895049
CA2t2pp,0.9996719239999999,0.7071067811865475
HMR_6785,0.999671842,0.7778174593052023
FBP26,0.999670596,0.75
FPGS7,0.999670128,0.8347760687612169
GDPMANNDH,0.9996695900000001,0.8999939719090989
MNDNS1,0.99966946,0.9363816674160989
HEX1_1,0.9996681500000001,0.8944541490357133
TTDCEAATP,0.99966811,0.845146976727283
GLYALDDy,0.9996681040000001,0.861854210805882
MALTTTRabcpp,0.999667692,0.845146976727283
MALTTTRabc,0.999667692,0.845146976727283
MTHFD_1,0.999666496,0.8944541490357218
34DHPLACOX_NADP,0.9996664259999999,0.8618542108058758
FORA,0.9996661299999999,0.6507840661546678
HMR_8582,0.9996655139999999,0.6123724356957946
PYK4,0.99966499,0.5999758876363979
THFGLUH,0.999663534,0.5999758876363854
MEHLER,0.9996612779999999,0.9241363197749075
MEHLER_1,0.9996612779999999,0.9241363197749075
HMR_0209,0.9996604739999999,0.6666666666666667
HMR_0241,0.9996604739999999,0.6666666666666667
FACOALPHDCA,0.9996604739999999,0.6666666666666667
HMR_0233,0.9996604739999999,0.6666666666666667
HMR_0204,0.9996604739999999,0.6666666666666667
4HPTNCOAL,0.9996604739999999,0.6666666666666667
FACOAL_163_6Z9Z12Z_c,0.9996604739999999,0.6666666666666667
DCHOLESTANCOAc,0.9996604739999999,0.6666666666666667
HMR_0192,0.9996604739999999,0.6666666666666667
HMR_0184,0.9996604739999999,0.6666666666666667
ARACHFATPc,0.9996604739999999,0.6666666666666667
FACOAL_70_c,0.9996604739999999,0.6666666666666667
HMR_0171,0.9996604739999999,0.6666666666666667
HMR_0165,0.9996604739999999,0.6666666666666667
FACOAL_220_c,0.9996604739999999,0.6666666666666667
HMR_0245,0.9996604739999999,0.6666666666666667
FACOAL_164_6Z9Z12Z15Z_c,0.9996604739999999,0.6666666666666667
FACOAL_161_2E_c,0.9996604739999999,0.6666666666666667
FACOAL_162_9Z12Z_c,0.9996604739999999,0.6666666666666667
HMR_0177,0.9996604739999999,0.6666666666666667
FACOAL244_1,0.9996604739999999,0.6666666666666667
HMR_0255,0.9996604739999999,0.6666666666666667
HMR_0267,0.9996604739999999,0.6666666666666667
FACOAL182,0.9996604739999999,0.6666666666666667
FACOAL1821,0.9996604739999999,0.6666666666666667
FACOAL1822,0.9996604739999999,0.6666666666666667
FACOAL182_1,0.9996604739999999,0.6666666666666667
HMR_0393,0.9996604739999999,0.6666666666666667
HMR_0389,0.9996604739999999,0.6666666666666667
FACOAL1831,0.9996604739999999,0.6666666666666667
AACOAT,0.9996604739999999,0.6666666666666667
HMR_0385,0.9996604739999999,0.6666666666666667
FACOAL1832,0.9996604739999999,0.6666666666666667
FACOAL184,0.9996604739999999,0.6666666666666667
FACOAL191,0.9996604739999999,0.6666666666666667
HMR_0381,0.9996604739999999,0.6666666666666667
FACOAL2,0.9996604739999999,0.6666666666666667
FACOAL203,0.9996604739999999,0.6666666666666667
HMR_0429,0.9996604739999999,0.6666666666666667
HMR_0433,0.9996604739999999,0.6666666666666667
HMR_0437,0.9996604739999999,0.6666666666666667
FACOAL170,0.9996604739999999,0.6666666666666667
FACOAL150_ISO,0.9996604739999999,0.6666666666666667
FACOAL1,0.9996604739999999,0.6666666666666667
FACOAL150_anteiso,0.9996604739999999,0.6666666666666667
FACOAL160_ISO,0.9996604739999999,0.6666666666666667
FACOAL161_ISO,0.9996604739999999,0.6666666666666667
IBUP_RASCL1hep,0.9996604739999999,0.6666666666666667
FACOAL170_ISO,0.9996604739999999,0.6666666666666667
FACOAL181_1,0.9996604739999999,0.6666666666666667
FACOAL170_anteiso,0.9996604739999999,0.6666666666666667
FACOAL171_ISO,0.9996604739999999,0.6666666666666667
FACOAL171_anteiso,0.9996604739999999,0.6666666666666667
HMR_1627,0.9996604739999999,0.6666666666666667
FACOAL1812,0.9996604739999999,0.6666666666666667
FACOAL1812_1,0.9996604739999999,0.6666666666666667
FACOAL204,0.9996604739999999,0.6666666666666667
DOCOSACT,0.9996604739999999,0.6666666666666667
LEVUACOAL,0.9996604739999999,0.6666666666666667
HMR_0297,0.9996604739999999,0.6666666666666667
HMR_0301,0.9996604739999999,0.6666666666666667
FACOAL241,0.9996604739999999,0.6666666666666667
FACOAL150,0.9996604739999999,0.6666666666666667
FACOAL245_1,0.9996604739999999,0.6666666666666667
FACOAL245_2,0.9996604739999999,0.6666666666666667
FACOAL246_1,0.9996604739999999,0.6666666666666667
FACOAL260,0.9996604739999999,0.6666666666666667
FACOAL240_1,0.9996604739999999,0.6666666666666667
FACOAL50i,0.9996604739999999,0.6666666666666667
HMR_0293,0.9996604739999999,0.6666666666666667
HMR_0289,0.9996604739999999,0.6666666666666667
HMR_0279,0.9996604739999999,0.6666666666666667
FACOAL90i,0.9996604739999999,0.6666666666666667
HMR_0271,0.9996604739999999,0.6666666666666667
FACOAL240i,0.9996604739999999,0.6666666666666667
URSCHOLCOAc,0.9996604739999999,0.6666666666666667
LGNCFATPtc,0.9996604739999999,0.6666666666666667
FACOAL224,0.9996604739999999,0.6666666666666667
LINOFATPtc,0.9996604739999999,0.6666666666666667
DOCO13EFATP,0.9996604739999999,0.6666666666666667
FACOAL2042,0.9996604739999999,0.6666666666666667
FACOAL205,0.9996604739999999,0.6666666666666667
HMR_0345,0.9996604739999999,0.6666666666666667
FACOAL206,0.9996604739999999,0.6666666666666667
HMR_0327,0.9996604739999999,0.6666666666666667
HMR_0309,0.9996604739999999,0.6666666666666667
FACOAL2251,0.9996604739999999,0.6666666666666667
HMR_0323,0.9996604739999999,0.6666666666666667
FACOAL2252,0.9996604739999999,0.6666666666666667
HMR_0319,0.9996604739999999,0.6666666666666667
FACOAL226,0.9996604739999999,0.6666666666666667
FACOAL240,0.9996604739999999,0.6666666666666667
FACOAL140_ISO,0.9996604739999999,0.6666666666666667
ARACHDFATPtc,0.9996604739999999,0.6666666666666667
RE2635C,0.9996604739999999,0.6666666666666667
ACSPHAC121,0.9996604739999999,0.6666666666666667
ACSPHAC141,0.9996604739999999,0.6666666666666667
R_group_phosphotase_3,0.9996604739999999,0.6666666666666667
ACSPHAC140,0.9996604739999999,0.6666666666666667
PACOAL,0.9996604739999999,0.6666666666666667
PACCOAL3,0.9996604739999999,0.6666666666666667
RE3446C,0.9996604739999999,0.6666666666666667
RE3345C,0.9996604739999999,0.6666666666666667
ACSPHAC121d6,0.9996604739999999,0.6666666666666667
OXACOAL,0.9996604739999999,0.6666666666666667
CAFFCOA,0.9996604739999999,0.6666666666666667
RE3079C,0.9996604739999999,0.6666666666666667
SEBACACT,0.9996604739999999,0.6666666666666667
ADPACDAc,0.9996604739999999,0.6666666666666667
4CMCOAS,0.9996604739999999,0.6666666666666667
ACSPHAC101,0.9996604739999999,0.6666666666666667
RE3335C,0.9996604739999999,0.6666666666666667
ACSPHACT60,0.9996604739999999,0.6666666666666667
ACSPHAC100,0.9996604739999999,0.6666666666666667
OCT11EFATP_1,0.9996604739999999,0.6666666666666667
OCT11EFATP,0.9996604739999999,0.6666666666666667
R_group_phosphotase_2,0.9996604739999999,0.6666666666666667
R_group_phosphotase_1,0.9996604739999999,0.6666666666666667
ACSPHAC141d5,0.9996604739999999,0.6666666666666667
RTOTALFATPc,0.9996604739999999,0.6666666666666667
RE3562C,0.9996604739999999,0.6666666666666667
ACSPHACT40,0.9996604739999999,0.6666666666666667
ACSPHACP90,0.9996604739999999,0.6666666666666667
ACSPHACP80,0.9996604739999999,0.6666666666666667
ACSPHACP70,0.9996604739999999,0.6666666666666667
ACSPHACP60,0.9996604739999999,0.6666666666666667
ACSPHACP50,0.9996604739999999,0.6666666666666667
ACSPHACP40,0.9996604739999999,0.6666666666666667
ACSPHACP100,0.9996604739999999,0.6666666666666667
ACSPHAC90,0.9996604739999999,0.6666666666666667
ACSPHAC80,0.9996604739999999,0.6666666666666667
ACSPHAC70,0.9996604739999999,0.6666666666666667
ACSPHAC60,0.9996604739999999,0.6666666666666667
ACSPHAC50,0.9996604739999999,0.6666666666666667
RTOTAL2FATPc,0.9996604739999999,0.6666666666666667
RTOTAL3FATPc,0.9996604739999999,0.6666666666666667
ACSPHAC40,0.9996604739999999,0.6666666666666667
ACSPHAC160,0.9996604739999999,0.6666666666666667
ACSPHAC142,0.9996604739999999,0.6666666666666667
